time_s,x_m,sinkage_m,drawbar_pull_N,torque_Nm,normal_reaction_N,traction_N
2.886000,0.056870,0.021899,75.129187,13.598784,149.266510,75.120789
2.892000,0.057350,0.021891,75.042852,13.573349,148.450699,75.001289
2.898000,0.057830,0.021879,74.715222,13.512139,147.878708,74.659355
2.904000,0.058310,0.021866,74.456714,13.467659,146.981384,74.460938
2.910000,0.058790,0.021852,74.204170,13.422554,146.267563,74.178604
2.916000,0.059270,0.021841,73.968424,13.382080,145.571274,73.958099
2.922000,0.059750,0.021833,73.741518,13.338552,144.946426,73.727753
2.928000,0.060230,0.021831,73.557525,13.297836,144.449890,73.520195
2.934000,0.060710,0.021834,73.418464,13.258639,144.158936,73.389572
2.940000,0.061190,0.021845,73.400540,13.236392,144.106064,73.387886
2.946000,0.061670,0.021863,73.332714,13.211655,144.354233,73.349030
2.952000,0.062150,0.021888,73.481606,13.224179,144.858765,73.500626
2.958000,0.062630,0.021919,73.632115,13.241423,145.561127,73.663536
2.964000,0.063110,0.021953,73.802575,13.261717,146.413116,73.836029
2.970000,0.063590,0.021990,73.991465,13.282057,147.170410,74.015511
2.976000,0.064070,0.022026,74.169592,13.306538,148.028702,74.186684
2.982000,0.064550,0.022061,74.295496,13.328463,148.673019,74.330177
2.988000,0.065030,0.022092,74.607102,13.377985,149.240753,74.646980
2.994000,0.065510,0.022119,74.864890,13.430089,149.833542,74.900261
3.000000,0.065990,0.022139,75.072518,13.476740,150.278717,75.100952
3.006000,0.066470,0.022152,75.359317,13.533552,150.414551,75.385223
3.012000,0.066950,0.022157,75.511049,13.565060,150.239075,75.526596
3.018000,0.067430,0.022154,75.572255,13.579001,149.840317,75.576248
3.024000,0.067910,0.022145,75.593505,13.586636,149.166458,75.580841
3.030000,0.068390,0.022131,75.571854,13.585573,148.192642,75.571472
3.036000,0.068870,0.022114,75.364903,13.548118,146.995682,75.355766
3.042000,0.069350,0.022098,75.253064,13.524455,145.882080,75.237335
3.048000,0.069830,0.022084,75.130762,13.504760,144.863800,75.129349
3.054000,0.070310,0.022075,74.840414,13.462287,144.020493,74.801018
3.060000,0.070790,0.022074,74.538557,13.412263,143.670197,74.482025
3.066000,0.071270,0.022081,74.142041,13.350455,143.071121,74.046616
3.072000,0.071750,0.022097,73.556346,13.257534,143.052109,73.608711
3.078000,0.072230,0.022123,73.360010,13.231397,143.377838,73.316200
3.084000,0.072710,0.022159,73.374079,13.231774,144.343704,73.405586
3.090000,0.073190,0.022201,73.572803,13.268025,145.587967,73.610764
3.096000,0.073670,0.022248,73.865261,13.318097,146.895111,73.929779
3.102000,0.074150,0.022295,74.254247,13.389479,148.232468,74.311142
3.108000,0.074630,0.022340,74.622953,13.454002,149.353638,74.664711
3.114000,0.075110,0.022381,74.855924,13.489475,150.171936,74.891762
3.120000,0.075590,0.022414,75.078478,13.526716,150.757050,75.135818
3.126000,0.076070,0.022438,75.556982,13.609417,151.229996,75.580055
3.132000,0.076550,0.022453,75.779941,13.656387,151.247787,75.811256
3.138000,0.077030,0.022458,75.854154,13.667242,150.983749,75.839226
3.144000,0.077510,0.022454,75.703097,13.654528,150.500519,75.595100
3.150000,0.077990,0.022442,75.448647,13.632274,149.531326,75.427567
3.156000,0.078470,0.022424,75.147024,13.605088,148.350281,75.068977
3.162000,0.078950,0.022403,74.772497,13.562230,147.276077,74.709557
3.168000,0.079430,0.022381,74.226928,13.482894,145.771973,74.181740
3.174000,0.079910,0.022362,73.814568,13.421986,144.788681,73.742775
3.180000,0.080390,0.022348,73.298697,13.349072,143.916107,73.237160
3.186000,0.080870,0.022342,72.987475,13.309381,143.239456,72.886780
3.192000,0.081350,0.022345,72.795501,13.290222,143.140228,72.798874
3.198000,0.081830,0.022358,72.715690,13.289386,143.346207,72.700165
3.204000,0.082310,0.022380,72.669402,13.300104,143.946335,72.669281
3.210000,0.082790,0.022409,72.693699,13.314060,144.630188,72.712608
3.216000,0.083270,0.022445,72.921752,13.363556,145.577957,72.973503
3.222000,0.083750,0.022485,73.091058,13.405282,146.597015,73.090492
3.228000,0.084230,0.022526,73.266175,13.445827,147.497162,73.321136
3.234000,0.084710,0.022567,73.598100,13.510130,148.480667,73.643532
3.240000,0.085190,0.022605,73.788776,13.552437,149.252640,73.748772
3.246000,0.085670,0.022637,73.963459,13.596305,150.016510,74.004555
3.252000,0.086150,0.022664,74.108286,13.628496,150.495377,74.121620
3.258000,0.086630,0.022682,74.018263,13.627957,150.540878,74.054008
3.264000,0.087110,0.022692,74.148451,13.663337,150.350021,74.067413
3.270000,0.087590,0.022695,74.141926,13.681605,150.038757,74.141975
3.276000,0.088070,0.022690,74.102784,13.686952,149.306900,74.071198
3.282000,0.088550,0.022681,73.893845,13.664681,148.235855,73.814598
3.288000,0.089030,0.022668,73.116815,13.540923,146.512451,73.038460
3.294000,0.089510,0.022657,72.710016,13.487308,145.429428,72.691925
3.300000,0.089990,0.022649,72.328061,13.440875,144.437576,72.269882
3.306000,0.090470,0.022648,72.029984,13.409764,143.998459,72.028526
3.312000,0.090950,0.022654,71.860952,13.396451,143.786407,71.875282
3.318000,0.091430,0.022668,71.954140,13.421853,143.743317,71.952881
3.324000,0.091910,0.022690,72.042653,13.441978,144.215057,72.058640
3.330000,0.092390,0.022719,72.191889,13.469863,144.819397,72.219475
3.336000,0.092870,0.022754,72.302943,13.488762,145.557541,72.325310
3.342000,0.093350,0.022793,72.468903,13.520308,146.564026,72.507919
3.348000,0.093830,0.022833,72.710388,13.552365,147.348740,72.706673
3.354000,0.094310,0.022873,72.974386,13.620588,148.465363,73.062927
3.360000,0.094790,0.022911,73.263727,13.686737,149.282303,73.304436
3.366000,0.095270,0.022943,73.474493,13.737086,149.862579,73.491325
3.372000,0.095750,0.022969,73.610295,13.772778,150.446930,73.616852
3.378000,0.096230,0.022988,73.661632,13.796004,150.679413,73.681526
3.384000,0.096710,0.022997,73.742606,13.825851,150.692581,73.747612
3.390000,0.097190,0.022999,73.780482,13.845591,150.258957,73.762039
3.396000,0.097670,0.022993,73.650701,13.836275,149.691299,73.629578
3.402000,0.098150,0.022981,73.452346,13.804382,148.952591,73.432770
3.408000,0.098630,0.022964,73.289928,13.778121,147.908417,73.209641
3.414000,0.099110,0.022945,72.950518,13.747040,147.020050,72.903198
3.420000,0.099590,0.022927,72.602426,13.711923,146.110764,72.524933
3.426000,0.100070,0.022910,72.125336,13.649432,145.367294,72.053764
3.432000,0.100550,0.022898,71.558407,13.565594,144.665634,71.507393
3.438000,0.101030,0.022891,70.801470,13.452956,143.934967,70.710236
3.444000,0.101510,0.022892,69.869202,13.265040,143.073685,69.735542
3.450000,0.101990,0.022902,69.220376,13.158315,143.387512,69.170990
3.456000,0.102470,0.022922,68.881004,13.086967,143.231247,68.747635
3.462000,0.102950,0.022950,68.245860,12.950532,143.709961,68.200333
3.468000,0.103430,0.022987,68.120390,12.932403,145.000443,68.155899
3.474000,0.103910,0.023030,68.341222,12.967921,145.927628,68.353592
3.480000,0.104390,0.023075,68.534243,13.017170,147.396698,68.588058
3.486000,0.104870,0.023120,68.930784,13.096769,148.922165,68.981949
3.492000,0.105350,0.023162,69.200966,13.149153,149.856827,69.244652
3.498000,0.105830,0.023197,68.199473,12.965407,150.033112,68.410248
3.504000,0.106310,0.023226,68.458274,13.010507,151.081207,68.463013
3.510000,0.106790,0.023245,68.660399,13.051350,151.137283,68.653122
3.516000,0.107270,0.023255,68.341845,13.017593,150.917023,68.457802
3.522000,0.107750,0.023255,68.826888,13.107314,151.172424,68.857529
3.528000,0.108230,0.023246,69.049580,13.147748,150.599197,69.073433
3.534000,0.108710,0.023229,69.118239,13.162900,150.038376,69.109116
3.540000,0.109190,0.023204,69.202167,13.177091,149.040924,69.215500
3.546000,0.109670,0.023175,69.323376,13.194171,147.912857,69.311111
3.552000,0.110150,0.023144,69.320755,13.191981,146.694595,69.284821
3.558000,0.110630,0.023113,69.212176,13.178928,145.611496,69.230476
3.564000,0.111110,0.023086,69.210782,13.178218,144.754196,69.287666
3.570000,0.111590,0.023064,69.216046,13.184846,144.099060,69.058426
3.576000,0.112070,0.023049,68.928027,13.148002,143.770416,68.922348
3.582000,0.112550,0.023042,68.933551,13.160058,143.781265,68.947678
3.588000,0.113030,0.023043,68.998552,13.174459,144.099930,69.023369
3.594000,0.113510,0.023052,69.158897,13.204575,144.691620,69.193565
3.600000,0.113990,0.023067,68.981264,13.195176,145.160950,69.086952
3.606000,0.114470,0.023086,69.360534,13.256388,145.883484,69.430496
3.612000,0.114950,0.023109,69.634955,13.304940,146.748764,69.678711
3.618000,0.115430,0.023133,69.820004,13.335676,147.446060,69.802505
3.624000,0.115910,0.023156,70.168486,13.397673,148.341400,70.184555
3.630000,0.116390,0.023177,70.576609,13.478890,149.197525,70.611855
3.636000,0.116870,0.023193,70.882715,13.525749,149.489304,70.899132
3.642000,0.117350,0.023203,71.076226,13.549206,149.776291,71.083534
3.648000,0.117830,0.023208,71.281453,13.575096,149.931519,71.304985
3.654000,0.118310,0.023205,71.460738,13.600489,149.733536,71.490341
3.660000,0.118790,0.023197,71.640503,13.625095,149.205719,71.663940
3.666000,0.119270,0.023183,71.724294,13.636632,148.607742,71.701187
3.672000,0.119750,0.023165,71.614716,13.613905,147.827026,71.595551
3.678000,0.120230,0.023146,71.420141,13.587129,147.135757,71.499619
3.684000,0.120710,0.023127,71.225274,13.552936,146.161316,71.202515
3.690000,0.121190,0.023110,70.917136,13.509933,145.319366,70.864677
3.696000,0.121670,0.023097,70.361532,13.430155,144.324280,70.257881
3.702000,0.122150,0.023090,70.320503,13.429635,143.801682,70.248016
3.708000,0.122630,0.023091,70.116317,13.407792,143.767044,70.149811
3.714000,0.123110,0.023101,70.399117,13.464680,144.148926,70.441032
3.720000,0.123590,0.023117,70.712184,13.526108,144.715225,70.713440
3.726000,0.124070,0.023140,70.869407,13.565397,145.605087,70.907661
3.732000,0.124550,0.023167,71.082838,13.611838,146.594849,71.127815
3.738000,0.125030,0.023195,71.304320,13.658752,147.599503,71.343338
3.744000,0.125510,0.023222,71.513405,13.700072,148.570969,71.535202
3.750000,0.125990,0.023246,71.673338,13.730836,149.458221,71.720413
3.756000,0.126470,0.023265,71.839641,13.761367,150.062073,71.881058
3.762000,0.126950,0.023276,72.047693,13.792755,150.411926,72.080147
3.768000,0.127430,0.023280,72.256382,13.833725,150.743851,72.280586
3.774000,0.127910,0.023276,72.416605,13.871896,150.561569,72.433838
3.780000,0.128390,0.023263,72.473195,13.886125,150.160553,72.421242
3.786000,0.128870,0.023243,72.447165,13.888062,149.655930,72.465446
3.792000,0.129350,0.023217,72.395767,13.882895,148.787231,72.385536
3.798000,0.129830,0.023187,72.295703,13.872905,147.857178,72.259880
3.804000,0.130310,0.023155,72.117643,13.849009,146.824966,72.084343
3.810000,0.130790,0.023123,71.497087,13.753243,145.695648,71.414734
3.816000,0.131270,0.023095,70.873900,13.658395,144.819305,70.832870
3.822000,0.131750,0.023072,70.828807,13.649360,144.171860,70.806374
3.828000,0.132230,0.023056,70.519949,13.612042,143.814743,70.518509
3.834000,0.132710,0.023048,70.550059,13.615856,143.733887,70.514343
3.840000,0.133190,0.023048,70.493063,13.599259,143.953812,70.522644
3.846000,0.133670,0.023056,70.851615,13.642242,144.298569,70.901176
3.852000,0.134150,0.023071,71.009469,13.668603,145.004425,71.041306
3.858000,0.134630,0.023091,71.362332,13.718779,145.976761,71.425591
3.864000,0.135110,0.023115,71.600763,13.758191,146.877762,71.660133
3.870000,0.135590,0.023139,71.866935,13.804067,147.710556,71.953430
3.876000,0.136070,0.023162,72.158209,13.856044,148.647537,72.192863
3.882000,0.136550,0.023182,72.340995,13.888359,149.448715,72.359650
3.888000,0.137030,0.023197,72.467213,13.906136,149.694687,72.490906
3.894000,0.137510,0.023205,72.555720,13.912721,149.942398,72.581490
3.900000,0.137990,0.023207,72.677023,13.923414,149.869843,72.696800
3.906000,0.138470,0.023203,72.802198,13.937549,149.759460,72.815826
3.912000,0.138950,0.023192,72.856479,13.942051,149.377075,72.857773
3.918000,0.139430,0.023176,72.681940,13.902816,148.803955,72.643456
3.924000,0.139910,0.023155,72.563410,13.886551,148.434708,72.559135
3.930000,0.140390,0.023132,72.248305,13.835485,147.674271,72.192169
3.936000,0.140870,0.023107,71.908234,13.784586,146.951263,71.899765
3.942000,0.141350,0.023082,71.587125,13.731448,146.247421,71.532867
3.948000,0.141830,0.023059,71.231895,13.670623,145.558731,71.017044
3.954000,0.142310,0.023040,70.705088,13.578580,145.031418,70.658257
3.960000,0.142790,0.023026,70.376335,13.521431,144.616226,70.334053
3.966000,0.143270,0.023017,70.194857,13.488174,144.449844,70.193329
3.972000,0.143750,0.023016,70.129638,13.477946,144.568207,70.096558
3.978000,0.144230,0.023020,69.922230,13.449765,144.900787,69.904160
3.984000,0.144710,0.023030,69.799745,13.430096,145.300674,69.803917
3.990000,0.145190,0.023044,69.714527,13.421255,145.953827,69.706436
3.996000,0.145670,0.023061,69.739203,13.432481,146.620941,69.745316
4.002000,0.146150,0.023080,69.830259,13.455375,147.466431,69.816658
4.008000,0.146630,0.023098,69.888301,13.475952,148.175659,69.892807
4.014000,0.147110,0.023114,69.402180,13.416858,148.228073,69.354469
4.020000,0.147590,0.023127,69.292421,13.399822,148.662506,69.276581
4.026000,0.148070,0.023137,69.321499,13.399995,148.837143,69.330452
4.032000,0.148550,0.023143,69.256167,13.379427,148.835968,69.228607
4.038000,0.149030,0.023145,69.246335,13.385793,149.068527,69.327080
4.044000,0.149510,0.023143,69.540165,13.432626,148.853622,69.543961
4.050000,0.149990,0.023136,69.750370,13.470704,148.746552,69.744728
